phi_2,rho_2,dm
-0.16534698176788387,-3.141592653589793,1.0826170178573842
-0.16534698176788387,-2.8108986900540254,1.1859075959196481
-0.16534698176788387,-2.4802047265182576,1.2891981739819103
-0.16534698176788387,-2.14951076298249,1.3924887520441724
-0.16534698176788387,-1.8188167994467224,1.4957793301064366
-0.16534698176788387,-1.4881228359109546,1.5990699081686988
-0.16534698176788387,-1.157428872375187,1.702360486230961
-0.16534698176788387,-0.8267349088394194,1.8056510642932246
-0.16534698176788387,-0.4960409453036516,1.908941642355486
-0.16534698176788387,-0.16534698176788387,2.01223222041775
-0.16534698176788387,0.16534698176788387,2.115522798480012
-0.16534698176788387,0.4960409453036516,2.218813376542275
-0.16534698176788387,0.8267349088394189,2.3221039546045383
-0.16534698176788387,1.1574288723751867,2.4253945326668016
-0.16534698176788387,1.4881228359109544,2.5286851107290627
-0.16534698176788387,1.8188167994467221,2.631975688791327
-0.16534698176788387,2.14951076298249,2.735266266853589
-0.16534698176788387,2.4802047265182576,2.8385568449158516
-0.16534698176788387,2.8108986900540254,2.9418474229781153
-0.16534698176788387,3.141592653589793,3.045138001040379
0.16534698176788387,-3.141592653589793,0.9793264397951215
0.16534698176788387,-2.8108986900540254,1.0826170178573842
0.16534698176788387,-2.4802047265182576,1.1859075959196481
0.16534698176788387,-2.14951076298249,1.2891981739819105
0.16534698176788387,-1.8188167994467224,1.3924887520441722
0.16534698176788387,-1.4881228359109546,1.4957793301064366
0.16534698176788387,-1.157428872375187,1.5990699081686988
0.16534698176788387,-0.8267349088394194,1.7023604862309611
0.16534698176788387,-0.4960409453036516,1.8056510642932246
0.16534698176788387,-0.16534698176788387,1.908941642355486
0.16534698176788387,0.16534698176788387,2.01223222041775
0.16534698176788387,0.4960409453036516,2.1155227984800122
0.16534698176788387,0.8267349088394189,2.218813376542275
0.16534698176788387,1.1574288723751867,2.3221039546045383
0.16534698176788387,1.4881228359109544,2.4253945326668016
0.16534698176788387,1.8188167994467221,2.5286851107290627
0.16534698176788387,2.14951076298249,2.631975688791327
0.16534698176788387,2.4802047265182576,2.735266266853589
0.16534698176788387,2.8108986900540254,2.8385568449158516
0.16534698176788387,3.141592653589793,2.9418474229781153
0.4960409453036516,-3.141592653589793,0.8760358617328591
0.4960409453036516,-2.8108986900540254,0.9793264397951217
0.4960409453036516,-2.4802047265182576,1.0826170178573842
0.4960409453036516,-2.14951076298249,1.1859075959196481
0.4960409453036516,-1.8188167994467224,1.2891981739819096
0.4960409453036516,-1.4881228359109546,1.3924887520441724
0.4960409453036516,-1.157428872375187,1.4957793301064366
0.4960409453036516,-0.8267349088394194,1.5990699081686988
0.4960409453036516,-0.4960409453036516,1.702360486230961
0.4960409453036516,-0.16534698176788387,1.8056510642932246
0.4960409453036516,0.16534698176788387,1.908941642355486
0.4960409453036516,0.4960409453036516,2.01223222041775
