phi,rho,l_plus,l_minus
-5.257359134578838,-4.744446048278463,5.1283086120971655,0.30825504482092464
-5.257359134578838,-4.487989505128276,5.1283086120971655,0.30825504482092464
-5.257359134578838,-4.231532961978089,5.1283086120971655,0.30825504482092464
-5.257359134578838,-3.9750764188279017,5.1283086120971655,0.30825504482092464
-5.257359134578838,-3.7186198756777147,5.1283086120971655,0.30825504482092464
-5.257359134578838,-3.462163332527527,5.1283086120971655,0.30825504482092464
-5.257359134578838,-3.20570678937734,5.1283086120971655,0.30825504482092464
-5.257359134578838,-2.949250246227153,5.1283086120971655,0.30825504482092464
-5.257359134578838,-2.6927937030769655,5.1283086120971655,0.30825504482092464
-5.257359134578838,-2.4363371599267785,5.1283086120971655,0.30825504482092464
-5.257359134578838,-2.1798806167765914,5.1283086120971655,0.30825504482092464
-5.257359134578838,-1.9234240736264043,5.1283086120971655,0.30825504482092464
-5.257359134578838,-1.6669675304762173,5.1283086120971655,0.30825504482092464
-5.257359134578838,-1.4105109873260302,5.1283086120971655,0.30825504482092464
-5.257359134578838,-1.1540544441758431,5.1283086120971655,0.30825504482092464
-5.257359134578838,-0.8975979010256552,5.1283086120971655,0.30825504482092464
-5.257359134578838,-0.6411413578754681,5.1283086120971655,0.30825504482092464
-5.257359134578838,-0.38468481472528104,5.1283086120971655,0.30825504482092464
-5.257359134578838,-0.12822827157509398,5.1283086120971655,0.30825504482092464
-5.257359134578838,0.1282282715750931,5.1283086120971655,0.30825504482092464
