success,reason,m,r,omega,A0_base
False,horizon,1.6420446176998606e+34,0.16010000000000002,3.789473684210526,0.15000000000000002
False,horizon,0.07502945006822435,0.1401,3.789473684210526,0.16
False,horizon,inf,0.1301,3.789473684210526,0.17
False,horizon,0.05794402179474375,0.11009999999999999,3.789473684210526,0.18000000000000002
False,horizon,0.05390247241440994,0.1001,3.789473684210526,0.19
False,horizon,0.048105717160790165,0.0901,3.789473684210526,0.2
False,horizon,4.58913135937889,9.170099999999849,4.0,0.01
False,horizon,1.8590299385954883,3.710099999999965,4.0,0.02
False,horizon,1.0052110615082592,2.0101000000000013,4.0,0.03
False,horizon,2.6136621899480693e+29,1.2501000000000009,4.0,0.04
False,horizon,1.3256532815443802e+29,0.8401000000000006,4.0,0.05
False,horizon,0.3033164895519422,0.6001000000000004,4.0,0.060000000000000005
False,horizon,0.22891401616594878,0.4501000000000003,4.0,0.06999999999999999
False,horizon,0.1799053512159664,0.3501000000000002,4.0,0.08
False,horizon,0.14570543812203662,0.2801000000000001,4.0,0.09
False,horizon,3.803766226590264e+32,0.23010000000000008,4.0,0.09999999999999999
False,horizon,0.09879737740773649,0.19010000000000005,4.0,0.11
False,horizon,0.08284952215248818,0.16010000000000002,4.0,0.12
False,horizon,1.0026140072363146e+34,0.1401,4.0,0.13
False,horizon,0.0641194947045855,0.12009999999999998,4.0,0.14
False,horizon,3.7183702579555687e+37,0.11009999999999999,4.0,0.15000000000000002
False,horizon,0.045738078327165366,0.0901,4.0,0.16
False,horizon,0.04083394524543913,0.0801,4.0,0.17
False,horizon,5.696795844775092e+40,0.0801,4.0,0.18000000000000002
False,horizon,2.8659499371711037e+35,0.07010000000000001,4.0,0.19
False,horizon,0.032821511734387125,0.06010000000000001,4.0,0.2
