r,omega,theta,phi,rho,mass
4.3101,-3.442258399366482,0.0,0.0,0.0,0.0017804096053537703
4.3201,-3.4423996437990088,0.0,0.0,0.0,0.0017926270531213187
4.3301,-3.4425412228981966,0.0,0.0,0.0,0.001804898827590437
4.3401,-3.4426831367186823,0.0,0.0,0.0,0.0018172250332605087
4.3501,-3.442825385315271,0.0,0.0,0.0,0.001829605774506742
4.3601,-3.4429679687429324,0.0,0.0,0.0,0.0018420411555801679
4.3701,-3.4431108870568066,0.0,0.0,0.0,0.0018545312806076413
4.3801,-3.443254140312199,0.0,0.0,0.0,0.0018670762535918418
4.3900999999999994,-3.443397728564581,0.0,0.0,0.0,0.001879676178411272
4.4001,-3.4435416518695945,0.0,0.0,0.0,0.0018923311588202583
4.4101,-3.4436859102830457,0.0,0.0,0.0,0.0019050412984489508
4.4201,-3.4438305038609087,0.0,0.0,0.0,0.0019178067008033218
4.4300999999999995,-3.4439754326593253,0.0,0.0,0.0,0.0019306274692651702
4.4401,-3.4441206967346036,0.0,0.0,0.0,0.0019435037070921174
4.4501,-3.44426629614322,0.0,0.0,0.0,0.001956435517417606
4.4601,-3.4444122309418166,0.0,0.0,0.0,0.0019694230032509066
4.4700999999999995,-3.444558501187204,0.0,0.0,0.0,0.001982466267477111
4.4801,-3.4447051069363592,0.0,0.0,0.0,0.001995565412857136
4.4901,-3.4448520482464264,0.0,0.0,0.0,0.002008720542027719
4.5001,-3.4449993251747175,0.0,0.0,0.0,0.0020219317575014242
4.5100999999999996,-3.4451469377787105,0.0,0.0,0.0,0.0020351991616666385
4.5201,-3.4452948861160513,0.0,0.0,0.0,0.002048522856787575
4.5301,-3.4454431702445527,0.0,0.0,0.0,0.0020619029450042645
4.5401,-3.4455917902221955,0.0,0.0,0.0,0.002075339528332567
4.5501,-3.445740746107126,0.0,0.0,0.0,0.0020888327086641635
4.5601,-3.445890037957659,0.0,0.0,0.0,0.0021023825877665614
4.5701,-3.4460396658322763,0.0,0.0,0.0,0.0021159892672830876
4.5801,-3.4461896297896257,0.0,0.0,0.0,0.0021296528487328966
4.5901,-3.446339929888524,0.0,0.0,0.0,0.0021433734335109633
4.6001,-3.4464905661879532,0.0,0.0,0.0,0.0021571511228880907
4.6101,-3.4466415387470644,0.0,0.0,0.0,0.0021709860180109002
4.6201,-3.4467928476251743,0.0,0.0,0.0,0.0021848782199018406
4.6301,-3.446944492881767,0.0,0.0,0.0,0.0021988278294591836
4.6400999999999994,-3.4470964745764947,0.0,0.0,0.0,0.0022128349474570238
4.6501,-3.4472487927691757,0.0,0.0,0.0,0.0022268996745452812
4.6601,-3.4474014475197965,0.0,0.0,0.0,0.0022410221112496966
4.6701,-3.447554438888509,0.0,0.0,0.0,0.0022552023579718375
4.6800999999999995,-3.447707766935634,0.0,0.0,0.0,0.0022694405149890928
4.6901,-3.447861431721659,0.0,0.0,0.0,0.0022837366824546776
4.7001,-3.448015433307238,0.0,0.0,0.0,0.002298090960397627
4.7101,-3.448169771753193,0.0,0.0,0.0,0.0023125034487228046
4.7200999999999995,-3.4483244471205126,0.0,0.0,0.0,0.0023269742472108927
4.7301,-3.4484794594703523,0.0,0.0,0.0,0.0023415034555184025
4.7401,-3.448634808864036,0.0,0.0,0.0,0.0023560911731776634
4.7501,-3.448790495363053,0.0,0.0,0.0,0.0023707374995968326
4.7600999999999996,-3.4489465190290614,0.0,0.0,0.0,0.002385442534059889
4.7701,-3.449102879923885,0.0,0.0,0.0,0.0024002063757266384
4.7801,-3.4492595781095163,0.0,0.0,0.0,0.002415029123632703
